404.99	0.05
409.965	0.05
409.965	0.05
415.015	0.05
419.989	0.05
425.036	0.05
430.008	0.05
434.978	0.05
440.023	0.05
444.991	0.05
450.034	0.05
455.0	0.05
459.966	0.05
465.004	0.05
469.967	0.05
475.005	0.05
479.965	0.05
485.0	0.05
490.033	0.05
494.991	0.05
500.021	0.05
504.976	0.05
510.005	0.05
515.033	0.05
519.984	0.05
525.009	0.05
530.033	0.05
534.98	0.05
540.001	0.05
545.021	0.05
549.964	0.05
554.982	0.05
559.997	0.05
565.012	0.05
570.025	0.05
575.037	0.05
579.972	0.05
584.982 0.05
589.989	0.05
594.995	0.05
599.999 0.05
605.003	0.05
610.004	0.05
615.004	0.05
620.003	0.05
625.0	0.05
629.996	0.05
634.99	0.05
639.983	0.05
644.974 0.05
649.963	0.05
655.025	0.05
660.012	0.05
664.997	0.05
669.979	0.05
675.035	0.05
680.015	0.05
684.994	0.05
689.97	0.05
695.018	0.05
699.992	0.05
704.963	0.05
710.007	0.05
714.975	0.05
720.015	0.05
724.979	0.05
730.016	0.05
734.977	0.05
740.01	0.05
744.967	0.05
749.997	0.05
755.024	0.05
759.976	0.05
764.999	0.05
770.021	0.05
774.967	0.05
779.985	0.05
785.001	0.05
790.015	0.05
795.028	0.05
799.963	0.05
804.971	0.05
809.978	0.05

